-0.00919666 -0.00919666 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
-0.00888636 -0.00888636 
0.00986905 0.00986905 
0.00913776 0.00913776 
0.00986905 0.00986905 
0.00858497 0.00858497 
0.00986905 0.00986905 
0.0150362 0.0150362 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.0143385 0.0143385 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
-0.0084904 -0.0084904 
0.0139674 0.0139674 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.0155287 0.0155287 
0.00858388 0.00858388 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
-0.0172398 -0.0172398 
0.00986905 0.00986905 
0.00986905 0.00986905 
-0.00918667 -0.00918667 
0.028038 0.028038 
0.0062808 0.0062808 
-0.00578726 -0.00578726 
0.0302043 0.0302043 
0.00900991 0.00900991 
-0.0236002 -0.0236002 
0.0125276 0.0125276 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.0127994 0.0127994 
-0.0104015 -0.0104015 
0.00986905 0.00986905 
0.00986905 0.00986905 
0.00986905 0.00986905 
